Id,Male,Age,Debt,Married,BankCustomer,EducationLevel,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,Citizen,Income,Category
365,1,42.83,1.25,1,0,9,7,13.875,0,1,1,0,112,1
383,0,56.83,4.25,2,2,5,2,5.0,0,0,0,0,4,1
620,1,22.17,2.25,1,0,6,7,0.125,0,0,0,0,10,1
488,1,18.83,3.54,2,2,5,2,0.0,0,0,0,0,1,1
152,1,37.33,6.5,1,0,9,3,4.25,1,1,12,0,0,0
444,0,17.67,0.0,2,2,7,2,0.0,0,0,0,0,0,1
456,1,34.58,0.0,1,0,1,7,0.0,0,0,0,1,0,1
226,1,18.08,5.5,1,0,8,7,0.5,1,0,0,0,0,0
480,0,16.92,0.5,1,0,6,7,0.165,0,1,6,0,35,1
551,1,51.33,10.0,1,0,6,0,0.0,1,1,11,0,1249,0
103,1,25.0,12.0,1,0,8,7,2.25,1,1,2,0,5,1
421,1,20.42,1.085,1,0,10,7,1.5,0,0,0,0,7,1
483,1,23.75,0.415,2,2,1,7,0.04,0,1,2,0,6,1
521,0,30.0,5.29,1,0,4,1,2.25,1,1,5,0,500,0
74,1,44.83,7.0,2,2,1,7,1.625,0,0,0,0,2,1
115,0,25.42,1.125,1,0,10,7,1.29,1,1,2,0,0,1
407,0,19.58,0.665,2,2,1,7,1.0,0,1,1,0,2,1
664,1,31.08,1.5,2,2,12,7,0.04,0,0,0,2,0,1
119,0,20.75,10.335,1,0,2,3,0.335,1,1,1,0,50,0
53,1,34.92,2.5,1,0,12,7,0.0,1,0,0,0,200,0
151,0,58.33,10.0,1,0,10,7,4.0,1,1,14,0,1602,0
403,0,22.67,0.335,1,0,10,7,0.75,0,0,0,2,0,1
649,0,35.17,3.75,1,0,5,2,0.0,0,1,6,0,200,1
207,1,28.67,9.335,1,0,10,3,5.665,1,1,6,0,168,0
451,1,39.5,1.625,1,0,1,7,1.5,0,0,0,0,316,1
479,1,26.5,2.71,2,2,1,7,0.085,0,0,0,2,0,1
575,1,32.25,0.165,2,2,1,3,3.25,1,1,1,0,8000,0
531,0,24.58,0.67,1,0,0,3,1.75,1,0,0,0,0,1
8,1,54.42,0.5,2,2,8,3,3.96,1,0,0,0,314,0
619,1,18.42,10.415,2,2,0,7,0.125,1,0,0,0,375,1
36,1,27.25,1.585,1,0,2,3,1.835,1,1,12,0,713,0
139,0,26.92,13.5,1,0,10,3,5.0,1,1,2,0,5000,0
253,1,23.17,11.125,1,0,13,3,0.46,1,1,1,0,0,0
303,0,15.92,2.875,1,0,10,7,0.085,0,0,0,0,0,1
517,1,16.08,0.75,1,0,1,7,1.75,1,1,5,0,690,0
642,1,31.58,0.75,2,2,0,7,3.5,0,0,0,0,0,1
368,0,23.58,11.5,2,2,8,3,3.0,0,0,0,0,16,1
59,1,43.25,3.0,1,0,10,3,6.0,1,1,11,0,0,0
111,0,24.5,1.04,2,2,5,2,0.5,1,1,3,0,147,1
481,1,23.5,3.165,2,2,8,7,0.415,0,1,1,0,80,1
495,1,19.17,9.5,1,0,12,7,1.5,1,0,0,0,2206,0
485,1,74.83,19.0,2,2,5,2,0.04,0,1,2,0,351,1
262,0,48.17,1.335,1,0,6,6,0.335,0,0,0,0,120,1
577,1,25.17,6.0,1,0,1,7,1.0,1,1,3,0,0,0
297,1,32.92,2.5,1,0,0,7,1.75,0,1,2,0,0,1
414,1,22.25,0.46,1,0,8,7,0.125,0,0,0,0,55,1
150,0,46.67,0.46,1,0,2,3,0.415,1,1,11,0,6,0
433,1,25.25,1.0,1,0,0,7,0.5,0,0,0,0,0,1
440,1,23.08,0.0,1,0,8,7,1.0,0,1,11,2,0,1
266,1,18.33,1.21,2,2,4,1,0.0,0,0,0,0,0,1
598,1,20.08,0.125,1,0,10,7,1.0,0,1,1,0,768,0
359,0,36.75,4.71,1,0,5,2,0.0,0,0,0,0,0,1
610,1,20.0,1.25,2,2,8,7,0.125,0,0,0,0,4,1
38,1,27.75,0.585,2,2,2,7,0.25,1,1,2,0,500,0
127,1,22.75,11.0,1,0,10,7,2.5,1,1,7,0,809,0
423,1,26.17,0.835,1,0,2,7,1.165,0,0,0,0,0,1
416,1,22.5,0.125,2,2,8,7,0.125,0,0,0,0,70,1
307,1,18.58,10.29,1,0,5,2,0.415,0,0,0,0,0,1
198,1,27.58,2.04,2,2,0,7,2.0,1,1,3,0,560,0
351,1,22.17,0.585,2,2,5,2,0.0,0,0,0,0,0,1
486,1,28.17,0.125,2,2,8,7,0.085,0,0,0,0,2100,1
146,1,23.25,1.5,1,0,10,7,2.375,1,1,3,0,582,0
450,1,31.56817109144546,3.0,2,2,6,0,7.0,0,0,0,0,1,1
638,1,28.58,3.625,1,0,0,7,0.25,0,0,0,0,0,1
516,0,60.92,5.0,1,0,0,7,4.0,1,1,4,0,99,0
419,0,26.58,2.54,2,2,5,2,0.0,0,0,0,0,60,1
442,1,30.58,2.71,2,2,9,7,0.125,0,0,0,2,0,1
612,1,22.0,0.79,1,0,12,7,0.29,0,1,1,0,283,1
147,0,40.33,7.54,2,2,10,3,8.0,1,1,14,0,2300,0
558,1,51.42,0.04,1,0,13,3,0.04,1,0,0,0,3000,0
348,1,63.33,0.54,1,0,1,7,0.585,1,1,3,0,0,1
463,0,36.58,0.29,1,0,5,2,0.0,0,1,10,0,18,1
325,0,29.5,1.085,2,2,13,7,1.0,0,0,0,0,13,1
186,1,40.0,6.5,1,0,0,0,3.5,1,1,1,0,500,0
123,0,44.17,6.665,1,0,10,7,7.375,1,1,3,0,0,0
583,1,32.67,9.0,2,2,12,3,5.25,1,0,0,0,0,0
96,1,23.0,0.625,2,2,0,7,0.125,1,0,0,0,1,1
143,1,22.33,11.0,1,0,12,7,2.0,1,1,1,0,278,0
239,1,38.17,10.125,1,0,13,7,2.5,1,1,6,0,196,0
394,1,41.17,1.25,2,2,12,7,0.25,0,0,0,0,195,1
469,1,16.33,4.085,1,0,6,3,0.415,0,0,0,0,0,1
197,1,48.17,7.625,1,0,12,3,15.5,1,1,12,0,790,0
97,1,31.56817109144546,0.5,1,0,1,0,0.835,1,0,0,2,0,1
371,1,26.33,13.0,1,0,4,1,0.0,0,0,0,0,1110,1
324,1,33.67,1.25,1,0,12,7,1.165,0,0,0,0,0,1
279,1,16.25,0.835,1,0,9,7,0.085,1,0,0,2,0,1
293,1,35.75,2.415,1,0,12,7,0.125,0,1,2,0,1,1
254,1,31.56817109144546,0.625,1,0,8,7,0.25,0,0,0,0,2010,1
400,1,20.75,5.085,2,2,7,7,0.29,0,0,0,0,184,1
122,0,24.75,12.5,1,0,0,7,1.5,1,1,12,0,567,0
183,0,57.08,19.5,1,0,1,7,5.5,1,1,7,0,3000,0
202,1,24.83,2.75,1,0,1,7,2.25,1,1,6,0,600,0
438,0,27.17,1.25,1,0,5,2,0.0,0,1,1,0,300,1
323,1,48.58,0.205,2,2,8,7,0.25,1,1,11,0,2732,0
246,1,45.0,8.5,1,0,2,3,14.0,1,1,1,0,2000,0
415,0,22.25,1.25,2,2,5,2,3.25,0,0,0,0,0,1
609,1,47.83,4.165,1,0,13,0,0.085,0,0,0,0,0,1
129,0,28.42,3.5,1,0,12,7,0.835,1,0,0,2,0,0
402,0,51.92,6.5,1,0,6,0,3.085,0,0,0,0,0,1
543,1,36.33,3.79,1,0,12,7,1.165,1,0,0,0,0,1
535,0,33.92,1.585,2,2,5,2,0.0,1,0,0,0,0,1
219,0,18.92,9.25,2,2,1,7,1.0,1,1,4,0,500,0
625,1,23.75,12.0,1,0,1,7,2.085,0,0,0,2,0,1
523,0,22.5,8.5,1,0,10,7,1.75,1,1,10,0,990,1
628,1,29.25,13.0,1,0,3,3,0.5,0,0,0,0,0,1
530,0,25.33,2.085,1,0,1,3,2.75,1,0,0,0,1,1
386,1,22.58,1.5,2,2,0,7,0.54,0,0,0,0,67,1
667,0,17.92,0.54,1,0,1,7,1.75,0,1,1,0,5,1
509,1,21.0,4.79,2,2,12,7,2.25,1,1,1,0,300,0
267,0,32.0,6.0,1,0,3,7,1.25,0,0,0,0,0,1
441,1,39.58,5.0,1,0,5,2,0.0,0,1,2,0,1,1
496,0,25.0,0.875,1,0,13,3,1.04,1,0,0,0,5860,0
112,1,24.58,12.5,1,0,12,7,0.875,1,0,0,0,0,1
232,1,33.5,1.75,1,0,13,3,4.5,1,1,4,0,857,0
597,0,21.5,6.0,1,0,0,7,2.5,1,1,3,0,918,0
373,1,26.25,1.54,1,0,12,7,0.125,0,0,0,0,0,1
233,1,27.67,13.75,1,0,12,7,5.75,1,0,0,0,500,0
544,1,30.08,1.04,2,2,6,0,0.5,1,1,10,0,28,1
317,1,17.5,22.0,0,1,5,6,0.0,0,0,0,1,100000,0
410,1,31.25,2.835,1,0,5,2,0.0,0,1,5,0,146,1
683,1,36.42,0.75,2,2,3,7,0.585,0,0,0,0,3,1
358,1,32.42,3.0,1,0,3,7,0.165,0,0,0,0,0,1
258,0,20.75,9.54,1,0,6,7,0.04,0,0,0,0,1000,1
282,1,17.67,4.46,1,0,1,7,0.25,0,0,0,2,0,1
376,1,28.67,14.5,1,0,3,7,0.125,0,0,0,0,286,1
384,1,22.08,11.46,1,0,8,7,1.585,0,0,0,0,1212,1
224,0,37.75,5.5,1,0,10,7,0.125,1,0,0,0,0,0
654,0,23.58,0.83,1,0,10,7,0.415,0,1,1,0,11,1
659,0,28.58,3.75,1,0,1,7,0.25,0,1,1,0,154,1
472,1,17.42,6.5,1,0,6,7,0.125,0,0,0,0,100,1
347,1,26.75,4.5,2,2,1,0,2.5,0,0,0,0,1210,1
505,1,31.33,19.5,1,0,1,7,7.0,1,1,16,0,5000,0
679,0,20.08,1.25,1,0,1,7,0.0,0,0,0,0,0,1
636,1,40.92,0.5,2,2,9,7,0.5,0,0,0,0,0,1
585,1,73.42,17.75,1,0,5,2,0.0,1,0,0,0,0,0
85,1,37.17,4.0,1,0,1,0,5.0,1,0,0,2,0,1
242,1,28.33,5.0,1,0,12,7,11.0,1,0,0,0,0,0
159,1,34.08,0.08,2,2,9,0,0.04,1,1,1,0,2000,0
524,0,28.58,1.665,1,0,10,7,2.415,1,0,0,0,0,1
35,1,27.83,1.5,1,0,12,7,2.0,1,1,11,0,35,0
540,1,19.42,1.5,2,2,2,7,2.0,1,0,0,0,20,1
170,0,25.08,2.54,2,2,0,7,0.25,1,0,0,0,0,0
587,1,51.58,15.0,1,0,1,7,8.5,1,1,9,0,0,0
579,1,39.08,6.0,1,0,9,7,1.29,1,1,5,0,1097,0
648,1,25.58,0.335,1,0,8,3,3.5,0,0,0,0,0,1
95,0,28.58,3.54,1,0,6,0,0.5,1,0,0,0,0,1
563,1,24.42,12.335,1,0,10,3,1.585,1,0,0,0,0,0
240,1,20.5,10.0,2,2,1,7,2.5,1,0,0,2,0,0
460,0,24.5,2.415,2,2,1,7,0.0,0,0,0,0,0,1
553,1,38.58,3.335,1,0,12,7,4.0,1,1,14,0,1344,0
602,1,29.83,1.25,2,2,8,7,0.25,0,0,0,0,0,1
206,0,71.58,0.0,1,0,1,7,0.0,0,0,0,1,0,0
392,1,27.42,12.5,1,0,0,0,0.25,0,0,0,0,0,1
397,0,23.58,0.585,2,2,5,2,0.125,0,0,0,0,87,1
580,1,31.67,0.83,1,0,13,7,1.335,1,1,8,0,3290,0
217,1,55.92,11.5,1,0,5,2,5.0,1,1,5,0,8851,0
4,1,20.17,5.625,1,0,12,7,1.71,1,0,0,2,0,0
613,1,19.33,10.915,1,0,1,0,0.585,0,1,2,0,7,1
546,1,23.58,0.46,2,2,12,7,2.625,1,1,6,0,347,1
98,0,22.5,11.0,2,2,10,7,3.0,1,0,0,0,0,1
573,0,65.17,14.0,1,0,5,2,0.0,1,1,11,0,1400,0
406,0,40.33,8.125,2,2,8,7,0.165,0,1,2,0,18,1
502,0,64.08,0.165,1,0,5,2,0.0,1,1,1,0,100,0
47,1,31.92,4.46,1,0,2,3,6.04,1,1,3,0,300,0
32,1,49.5,7.585,1,0,6,0,7.585,1,1,15,0,5000,0
200,0,24.08,0.5,1,0,10,3,1.25,1,1,1,0,678,0
134,1,32.67,5.5,1,0,10,3,5.5,1,1,12,0,1000,0
27,1,56.58,18.5,1,0,3,0,15.0,1,1,17,0,0,0
604,1,23.42,0.585,1,0,1,3,0.085,1,0,0,0,0,1
230,1,25.17,3.5,1,0,2,7,0.625,1,1,7,0,7059,0
489,1,45.33,1.0,1,0,10,7,0.125,0,0,0,0,0,1
378,1,34.42,1.335,1,0,6,0,0.125,0,0,0,0,4500,1
288,1,18.83,0.415,2,2,1,7,0.165,0,1,1,0,1,1
418,1,38.42,0.705,1,0,1,7,0.375,0,1,2,0,500,1
391,1,39.92,5.0,1,0,6,0,0.21,0,0,0,0,0,1
592,1,23.17,0.0,1,0,1,7,0.0,0,0,0,1,0,0
498,1,25.75,0.5,1,0,1,7,1.46,1,1,5,0,0,0
138,0,18.83,9.5,1,0,12,7,1.625,1,1,6,0,600,0
62,0,23.42,0.79,2,2,10,7,1.5,1,1,2,0,400,0
471,1,21.08,4.125,2,2,6,3,0.04,0,0,0,0,100,1
128,1,34.42,4.25,1,0,6,0,3.25,1,1,2,0,610,0
670,1,47.17,5.835,1,0,12,7,5.5,0,0,0,0,150,1
520,1,20.42,7.5,1,0,8,7,1.5,1,1,1,0,234,0
64,1,26.67,4.25,1,0,2,7,4.29,1,1,1,0,0,0
14,0,45.83,10.5,1,0,10,7,5.0,1,1,7,0,0,0
156,0,28.5,3.04,2,2,13,3,2.54,1,1,1,0,0,0
40,1,34.17,9.17,1,0,1,7,4.5,1,1,12,0,221,0
492,1,39.25,9.5,1,0,9,7,6.5,1,1,14,0,4607,0
379,1,33.58,0.25,1,0,6,0,4.0,0,0,0,2,0,1
187,1,40.58,5.0,1,0,1,7,5.0,1,1,7,0,3065,0
216,1,41.17,4.04,1,0,2,3,7.0,1,1,8,0,0,0
52,1,37.42,2.04,1,0,12,7,0.04,1,0,0,0,5800,0
337,0,34.83,1.25,2,2,6,3,0.5,0,0,0,0,0,1
295,0,31.92,3.125,1,0,5,2,3.04,0,1,2,0,4,1
251,1,41.42,5.0,1,0,10,3,5.0,1,1,6,0,0,0
461,1,24.08,0.875,1,0,9,7,0.085,0,1,4,0,1950,1
455,1,36.17,18.125,1,0,12,7,0.085,0,0,0,0,3552,1
687,0,25.25,13.5,2,2,5,2,2.0,0,1,1,0,1,1
269,1,18.0,0.165,1,0,10,5,0.21,0,0,0,0,40,0
201,0,41.33,1.0,1,0,6,0,2.25,1,0,0,0,300,0
161,1,44.0,2.0,1,0,9,7,1.75,1,1,2,0,15,0
555,1,41.92,0.42,1,0,1,3,0.21,1,1,6,0,948,0
401,1,28.92,0.375,1,0,1,7,0.29,0,0,0,0,140,1
476,1,23.58,0.835,1,0,6,3,0.085,0,0,0,0,5,1
105,1,54.83,15.5,1,0,4,8,0.0,1,1,20,0,130,1
565,0,20.83,3.0,1,0,0,7,0.04,1,0,0,0,0,0
389,1,22.92,0.17,1,0,9,7,0.085,0,0,0,2,0,1
1,0,58.67,4.46,1,0,10,3,3.04,1,1,6,0,560,0
643,0,52.5,7.0,1,0,0,3,3.0,0,0,0,0,0,1
561,1,26.75,1.125,1,0,13,3,1.25,1,0,0,0,5298,0
80,1,49.58,19.0,1,0,5,2,0.0,1,1,1,0,0,1
205,0,35.42,12.0,1,0,10,3,14.0,1,1,8,0,6590,0
34,0,22.58,10.75,1,0,10,7,0.415,1,1,5,0,560,0
508,0,30.67,12.0,1,0,1,7,2.0,1,1,1,0,19,0
427,1,37.5,0.835,1,0,4,7,0.04,0,0,0,0,5,1
454,1,52.42,1.5,1,0,3,7,3.75,0,0,0,0,350,1
366,0,22.75,6.165,1,0,0,7,0.165,0,0,0,0,1000,1
91,1,31.42,15.5,1,0,1,7,0.5,1,0,0,0,0,1
339,1,28.0,3.0,1,0,12,7,0.75,0,0,0,0,67,1
564,1,42.17,5.04,1,0,10,3,12.75,1,0,0,0,0,0
345,1,62.75,7.0,1,0,4,8,0.0,0,0,0,0,12,1
241,1,48.25,25.085,1,0,12,7,1.75,1,1,3,0,14,0
13,1,48.08,6.04,1,0,8,7,0.04,0,0,0,0,2690,0
315,1,23.0,0.75,1,0,9,7,0.5,1,0,0,2,0,1
600,0,29.5,0.46,1,0,8,7,0.54,1,1,4,0,500,0
387,1,21.17,0.0,1,0,1,7,0.5,0,0,0,2,0,1
273,1,38.25,10.125,2,2,8,7,0.125,0,0,0,0,0,1
166,1,19.33,9.5,1,0,10,7,1.0,1,0,0,0,400,0
684,1,40.58,3.29,1,0,9,7,3.5,0,0,0,2,0,1
646,0,20.83,8.5,1,0,1,7,0.165,0,0,0,0,351,1
484,1,34.67,1.08,1,0,9,7,1.165,0,0,0,2,0,1
673,1,29.5,2.0,2,2,4,3,2.0,0,0,0,0,17,1
504,0,28.75,3.75,1,0,1,7,1.085,1,1,1,0,0,0
243,0,18.75,7.5,1,0,10,7,2.71,1,1,5,0,26726,0
566,1,23.08,11.5,1,0,12,3,2.125,1,1,11,0,284,0
562,1,23.33,1.5,1,0,1,3,1.415,1,0,0,0,200,0
189,0,33.08,4.625,1,0,10,3,1.625,1,1,2,0,0,0
475,1,26.75,2.0,1,0,3,7,0.75,0,0,0,0,0,1
510,1,13.75,4.0,2,2,12,7,1.75,1,1,2,0,1000,0
58,1,35.17,4.5,1,0,13,3,5.75,0,0,0,2,0,0
474,1,20.67,0.415,1,0,1,7,0.125,0,0,0,0,44,1
560,0,25.0,12.33,1,0,2,3,3.5,1,1,6,0,458,0
252,0,17.83,11.0,1,0,13,3,1.0,1,1,11,0,3000,0
21,1,23.25,1.0,1,0,1,7,0.835,1,0,0,2,0,0
313,0,18.58,10.0,1,0,3,7,0.415,0,0,0,0,42,1
459,1,25.67,0.29,2,2,1,7,1.5,0,0,0,0,0,1
160,1,27.67,2.0,1,0,13,3,1.0,1,1,4,0,7544,0
276,0,19.17,5.415,1,0,6,3,0.29,0,0,0,0,484,1
191,1,42.0,0.205,1,0,6,3,5.125,1,0,0,0,0,0
385,1,34.0,5.5,2,2,1,7,1.5,0,0,0,0,0,1
413,1,40.58,1.5,1,0,6,0,0.0,0,0,0,2,0,1
491,1,24.17,0.875,1,0,10,7,4.625,1,1,2,0,2000,0
343,1,33.75,2.75,1,0,6,0,0.0,0,0,0,0,0,1
308,1,27.75,1.29,1,0,8,3,0.25,0,0,0,2,0,1
661,1,29.83,3.5,1,0,1,7,0.165,0,0,0,0,0,1
130,1,67.75,5.5,1,0,4,8,13.0,1,1,1,0,0,0
663,1,32.08,4.0,2,2,2,7,1.5,0,0,0,0,0,1
99,0,28.5,1.0,1,0,10,7,1.0,1,1,2,0,500,1
372,0,45.0,4.585,1,0,8,3,1.0,0,0,0,2,0,1
87,1,25.67,2.21,2,2,0,7,4.0,1,0,0,0,0,1
458,1,36.17,5.5,1,0,6,0,5.0,0,0,0,0,687,1
330,1,20.42,0.0,1,0,1,7,0.0,0,0,0,1,0,1
214,1,26.67,2.71,2,2,2,7,5.25,1,1,1,0,0,0
466,1,31.08,3.085,1,0,1,7,2.5,0,1,2,0,41,1
121,1,25.67,12.5,1,0,2,7,1.21,1,1,67,0,258,0
614,0,38.33,4.415,1,0,1,7,0.125,0,0,0,0,0,1
20,1,25.0,11.25,1,0,1,7,2.5,1,1,17,0,1208,0
71,1,34.83,4.0,1,0,3,0,12.5,1,0,0,0,0,1
106,1,28.75,1.165,1,0,8,7,0.5,1,0,0,2,0,1
270,1,37.58,0.0,1,0,1,7,0.0,0,0,0,1,0,0
435,1,19.0,0.0,2,2,5,2,0.0,0,1,4,0,1,1
102,1,18.67,5.0,1,0,10,7,0.375,1,1,2,0,38,1
